Customer ID,Contract,Dependents,Device Protection,Internet Service,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Total Charges,Gender,Tenure,Churn_Status
3090-QFUVD,Month-to-month,No,No internet service,No,20.3,No,No internet service,No internet service,No,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,20.3,Female,1,No
3091-FYHKI,Month-to-month,No,No,DSL,35.45,No phone service,No,No,Yes,No,Electronic check,No,No,Yes,No,No,35.45,Male,1,Yes
3096-YXENJ,Two year,No,Yes,Fiber optic,107.65,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7082.85,Female,65,No
3115-CZMZD,Two year,Yes,No internet service,No,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,,Male,0,No
3133-PZNSR,Two year,Yes,No,Fiber optic,97.75,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,No,Yes,6991.6,Male,72,No
3144-KMTWZ,Month-to-month,No,Yes,Fiber optic,93.25,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,No,No,6669.45,Male,71,No
3146-MSEGF,Two year,Yes,Yes,DSL,88.05,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,6425.65,Female,72,No
3148-BLQJT,Month-to-month,No,No internet service,No,20.1,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.1,Male,1,Yes
3156-QLHBO,Month-to-month,Yes,No internet service,No,19.25,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,48.35,Male,2,No
3165-HDOEW,Month-to-month,Yes,No,DSL,45.85,No,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,45.85,Male,1,Yes
3186-AJIEK,Two year,No,Yes,Fiber optic,105.65,No,No,Yes,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6844.5,Male,66,No
3192-NQECA,Two year,No,Yes,Fiber optic,110,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7611.85,Male,68,Yes
3195-TQDZX,Month-to-month,No,No internet service,No,20.25,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,61.45,Male,3,No
3197-NNYNB,Two year,No,Yes,Fiber optic,105.1,Yes,Yes,No,No,No,Credit card automatic,Yes,No,Yes,Yes,No,6631.85,Male,65,No
3199-NPKCN,One year,No,Yes,Fiber optic,111.25,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,7511.65,Female,67,No
3213-VVOLG,Two year,Yes,No internet service,No,25.35,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,,Male,0,No
3230-JCNZS,Two year,Yes,Yes,Fiber optic,99,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,No,Yes,No,7061.65,Female,71,No
3244-CQPHU,Two year,No,No,Fiber optic,110.1,Yes,Yes,Yes,Yes,No,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,7746.7,Female,72,No
3247-MHJKM,Month-to-month,No,No internet service,No,20.2,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.2,Male,1,No
3258-SYSWS,Two year,No,Yes,Fiber optic,113.8,Yes,Yes,Yes,No,No,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,7845.8,Male,72,No
3258-ZKPAI,Two year,Yes,Yes,Fiber optic,116.6,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8337.45,Male,72,No
3259-FDWOY,Two year,Yes,Yes,Fiber optic,106,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7723.7,Male,71,Yes
3308-MHOOC,Month-to-month,Yes,No internet service,No,19.2,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.2,Male,1,No
3324-OIRTO,One year,Yes,Yes,Fiber optic,104.65,No,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7288.4,Male,71,No
3334-CTHOL,Month-to-month,No,No,DSL,49.95,Yes,No,No,Yes,No,Bank transfer automatic,Yes,No,No,No,No,49.95,Female,1,Yes
3339-EAQNV,One year,No,No,Fiber optic,97.25,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,No,7133.1,Male,72,No
3345-JHUEO,Month-to-month,No,No internet service,No,20.2,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,55.7,Male,4,No
3363-DTIVD,Two year,Yes,Yes,Fiber optic,105.55,Yes,No,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,No,7405.5,Male,71,No
3373-YZZYM,Month-to-month,Yes,No internet service,No,19.2,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.2,Male,1,No
3396-DKDEL,Two year,Yes,Yes,Fiber optic,115.15,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8250,Female,70,No
3398-GCPMU,Two year,Yes,Yes,DSL,89.55,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,6448.85,Female,72,No
3407-JMJQQ,Two year,Yes,Yes,Fiber optic,109,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7661.8,Female,71,No
3413-BMNZE,Month-to-month,No,No,DSL,45.25,No,No,No,No,No,Bank transfer automatic,Yes,Yes,No,No,No,45.25,Male,1,No
3419-SNJJD,Month-to-month,No,Yes,Fiber optic,105.25,Yes,No,Yes,No,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,No,6786.4,Female,65,Yes
3428-XZMAZ,Month-to-month,No,No,Fiber optic,69.35,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,69.35,Male,1,Yes
3439-GVUSX,Month-to-month,No,No,DSL,24.4,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,24.4,Male,1,No
3506-LCJDC,Month-to-month,Yes,No internet service,No,19.95,No,No internet service,No internet service,No,Yes,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,19.95,Male,1,Yes
3508-CFVZL,Two year,No,Yes,Fiber optic,111.3,Yes,Yes,Yes,No,No,Mailed check,Yes,No,Yes,Yes,Yes,7985.9,Female,71,No
3518-FSTWG,Two year,No,Yes,Fiber optic,109.55,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,No,7920.7,Male,72,No
3518-PZXZQ,Month-to-month,No,No,DSL,55.3,No,No,No,Yes,Yes,Mailed check,Yes,No,No,Yes,No,55.3,Female,1,No
3520-FJGCV,Two year,Yes,Yes,Fiber optic,112.6,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8126.65,Male,72,No
3552-CTCYF,Two year,Yes,Yes,Fiber optic,104.8,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,6597.25,Male,63,No
3566-HJGPK,Month-to-month,No,No,DSL,45.55,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,45.55,Male,1,No
3569-JFODW,Two year,Yes,Yes,DSL,90.95,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6652.45,Female,72,No
3571-RFHAR,Month-to-month,No,Yes,Fiber optic,109.15,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,6941.2,Male,65,Yes
3577-AMVUX,Month-to-month,No,Yes,DSL,55.05,No,No,No,No,No,Mailed check,Yes,No,No,No,Yes,55.05,Male,1,No
3580-HYCSP,Two year,Yes,Yes,Fiber optic,110.3,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7966.9,Male,72,No
3583-EKAPL,Month-to-month,No,No,DSL,55,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,55,Male,1,Yes
3590-TCXTB,Month-to-month,No,No internet service,No,20.35,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.35,Male,1,No
3594-IVHJZ,Month-to-month,No,No internet service,No,20.45,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,42.45,Female,2,No
3597-YASZG,Two year,No,No,Fiber optic,104.45,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,7349.35,Female,70,No
3612-YUNGG,Two year,Yes,Yes,Fiber optic,109.2,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6741.15,Male,64,No
3617-XLSGQ,Two year,Yes,Yes,Fiber optic,109.25,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7082.5,Female,66,No
3642-GKTCT,One year,No,Yes,Fiber optic,115.1,Yes,Yes,Yes,Yes,No,Mailed check,Yes,No,Yes,Yes,Yes,6993.65,Female,61,No
3645-DEYGF,Month-to-month,Yes,No internet service,No,20.75,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.75,Male,1,No
3655-SNQYZ,Two year,Yes,Yes,Fiber optic,113.25,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7895.15,Female,69,No
3658-KIBGF,Month-to-month,No,No,DSL,54.9,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,No,54.9,Female,1,Yes
3669-OYSJI,Month-to-month,No,No,DSL,46.2,No,No,No,No,No,Credit card automatic,Yes,No,No,No,No,46.2,Male,1,Yes
3669-WHAFY,Two year,No,Yes,Fiber optic,115.15,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8078.1,Female,71,No
3679-XASPY,Month-to-month,Yes,No internet service,No,19.45,No,No internet service,No internet service,No,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,19.45,Female,1,No
3680-CTHUH,One year,No,Yes,Fiber optic,116.6,Yes,Yes,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,7049.5,Male,60,No
3705-RHRFR,Two year,No,No,Fiber optic,99.15,Yes,No,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,6875.35,Female,69,No
3716-BDVDB,Month-to-month,No,No,Fiber optic,69.1,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,69.1,Male,1,Yes
3716-UVSPD,Month-to-month,No,No,DSL,49.3,No,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,49.3,Male,1,No
3717-OFRTN,Month-to-month,No,No internet service,No,19.75,No,No internet service,No internet service,No,No,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,19.75,Male,1,No
3726-TBHQT,Two year,Yes,Yes,Fiber optic,114,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8175.9,Male,71,No
3727-JEZTU,Month-to-month,No,No internet service,No,20.4,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.4,Female,1,No
3729-OWRVL,Two year,No,Yes,Fiber optic,110.35,Yes,No,Yes,Yes,No,Electronic check,Yes,Yes,Yes,Yes,Yes,7246.15,Male,65,No
3744-ZBHON,Month-to-month,No,No internet service,No,20.2,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,65.95,Female,3,No
3751-KTZEL,Month-to-month,No,No,DSL,35.05,No phone service,No,No,No,No,Mailed check,No,No,Yes,No,No,35.05,Female,1,Yes
3756-VNWDH,One year,No,No,Fiber optic,100.75,Yes,No,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,6674.65,Male,65,No
3761-FLYZI,Month-to-month,No,Yes,Fiber optic,108.8,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,No,7082.45,Female,65,No
3763-GCZHZ,One year,No,No,Fiber optic,104.05,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6890,Male,66,Yes
3766-EJLFL,Two year,Yes,Yes,Fiber optic,109.05,Yes,No,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7508.55,Female,68,No
3776-EKTKM,Month-to-month,No,No,DSL,36.45,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,Yes,No,36.45,Female,1,Yes
3779-OSWCF,Two year,No,Yes,DSL,93.2,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6506.15,Female,71,No
3785-NRHYR,Month-to-month,No,No internet service,No,19.65,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.65,Male,1,No
3786-WOVKF,One year,No,No,Fiber optic,106.85,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,No,7677.4,Female,72,No
3795-CAWEX,Two year,Yes,Yes,Fiber optic,116.55,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8152.3,Male,70,No
3797-VTIDR,Month-to-month,No,No,DSL,23.45,No phone service,No,No,Yes,Yes,Electronic check,No,No,No,No,No,23.45,Male,1,Yes
3803-KMQFW,Month-to-month,Yes,No internet service,No,20.55,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.55,Female,1,Yes
3806-YAZOV,Month-to-month,No,No internet service,No,18.8,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,56,Female,3,No
3807-XHCJH,Month-to-month,Yes,No internet service,No,20,No,No internet service,No internet service,No,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,20,Female,1,No
3810-DVDQQ,Two year,Yes,Yes,Fiber optic,117.6,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8308.9,Female,72,No
3831-YCPUO,Two year,Yes,Yes,Fiber optic,109.5,No,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7854.9,Female,72,No
3838-OZURD,Month-to-month,No,Yes,Fiber optic,105,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,7133.25,Male,66,Yes
3841-CONLJ,Month-to-month,No,No,DSL,35,No phone service,No,No,No,Yes,Electronic check,No,No,Yes,No,No,35,Female,1,No
3841-NFECX,Two year,No,Yes,Fiber optic,96.35,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,No,No,Yes,6766.95,Female,71,No
3845-FXCYS,Month-to-month,No,No internet service,No,19.65,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,31.2,Male,2,No
3865-YIOTT,One year,Yes,Yes,Fiber optic,106.1,Yes,No,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7848.5,Male,72,No
3870-SPZSI,Two year,Yes,Yes,Fiber optic,113.05,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7869.05,Female,70,No
3871-IKPYH,Month-to-month,No,No,Fiber optic,69.1,No,No,No,No,No,Electronic check,Yes,Yes,No,No,No,69.1,Male,1,Yes
3877-JRJIP,Month-to-month,No,No,DSL,59.85,Yes,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,59.85,Male,1,Yes
3882-IYOIJ,Two year,Yes,Yes,Fiber optic,115.25,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6758.45,Female,60,No
3886-CERTZ,One year,No,Yes,Fiber optic,109.25,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,8109.8,Female,72,Yes
3891-PUQOD,Month-to-month,Yes,Yes,DSL,59.2,No,No,No,No,No,Electronic check,Yes,No,Yes,No,No,59.2,Female,1,Yes
3892-NXAZG,Two year,Yes,Yes,Fiber optic,114.05,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8289.2,Male,72,No
3900-AQPHZ,Month-to-month,No,No internet service,No,19.9,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.9,Female,1,Yes
3926-CUQZX,Month-to-month,No,No,DSL,45.1,No,No,No,Yes,No,Bank transfer automatic,Yes,No,No,No,No,45.1,Male,1,Yes
3930-ZGWVE,Month-to-month,No,No internet service,No,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.75,Male,1,No
3936-QQFLL,Month-to-month,No,No internet service,No,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,39.3,Male,2,No
3946-MHCZW,Month-to-month,No,Yes,DSL,50.9,No,No,No,No,No,Mailed check,Yes,No,No,No,No,50.9,Male,1,Yes
3961-SXAXY,Month-to-month,No,No,DSL,44.05,No,No,No,Yes,No,Bank transfer automatic,Yes,No,No,No,No,44.05,Male,1,No
3963-RYFNS,Two year,No,Yes,Fiber optic,116.45,Yes,Yes,Yes,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8013.55,Female,72,No
3967-KXAPS,Two year,No,Yes,DSL,92.3,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6719.9,Male,72,No
3976-NLDEZ,Month-to-month,No,No internet service,No,20.6,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.6,Male,1,No
4013-GUXND,Month-to-month,No,No internet service,No,20.8,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.8,Male,1,No
4024-CSNBY,Two year,No,Yes,Fiber optic,94.25,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,No,No,Yes,6849.75,Female,72,No
4030-VPZBD,Month-to-month,No,No,DSL,30.9,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,Yes,59.05,Female,2,Yes
4043-MKDTV,Two year,No,Yes,Fiber optic,105.25,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,7291.75,Male,71,No
4056-QHXHZ,Two year,Yes,Yes,Fiber optic,107.45,Yes,No,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,Yes,7576.7,Female,72,No
4065-JJAVA,Month-to-month,No,No,DSL,49.5,No,Yes,No,No,No,Electronic check,Yes,No,No,No,No,49.5,Female,1,No
4074-SJFFA,Month-to-month,No,No,DSL,54.75,No,No,No,Yes,No,Mailed check,Yes,No,Yes,No,No,54.75,Female,1,Yes
4075-WKNIU,Two year,Yes,Yes,DSL,73.35,Yes,Yes,No,No,Yes,Mailed check,Yes,No,No,Yes,Yes,,Female,0,No
4077-HWUYD,Two year,Yes,Yes,DSL,87.55,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6463.15,Male,72,No
4110-PFEUZ,Month-to-month,No,No,Fiber optic,69.55,No,No,No,No,No,Mailed check,Yes,No,No,No,No,69.55,Female,1,Yes
4119-ZYPZY,Two year,No,No,Fiber optic,106.8,Yes,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,Yes,7623.2,Male,71,No
4129-LYCOI,Two year,Yes,No,Fiber optic,104,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,7039.05,Female,67,No
4146-SVFUD,Month-to-month,No,No,DSL,44.6,No,No,No,No,No,Mailed check,Yes,No,No,No,No,44.6,Male,1,No
4191-XOVOM,Month-to-month,No,No,Fiber optic,105.4,Yes,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,Yes,6713.2,Male,63,No
4193-ORFCL,Month-to-month,No,No,DSL,45.1,No,No,No,No,No,Mailed check,Yes,Yes,No,No,No,45.1,Female,1,Yes
4195-NZGTA,Month-to-month,No,No,DSL,25.25,No phone service,No,No,No,No,Electronic check,No,No,No,No,No,25.25,Female,1,No
4195-SMMNX,Month-to-month,No,No internet service,No,20.35,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,33.2,Male,2,Yes
4199-QHJNM,Two year,No,No,Fiber optic,102.9,Yes,Yes,No,No,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,6989.7,Male,67,No
4201-JMNGR,Month-to-month,No,Yes,DSL,55.8,No,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,No,55.8,Female,1,Yes
4211-MMAZN,Month-to-month,No,No internet service,No,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.25,Male,1,Yes
4220-TINQT,Month-to-month,No,Yes,Fiber optic,106.35,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6751.35,Female,61,No
4232-JGKIY,Month-to-month,No,No internet service,No,19.2,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,19.2,Male,1,No
4236-UJPWO,Month-to-month,No,No,DSL,24.5,No phone service,No,No,No,No,Electronic check,No,No,No,No,No,46.4,Female,2,No
4237-CLSMM,Month-to-month,No,No internet service,No,20,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,38,Male,2,No
4237-RLAQD,Month-to-month,No,No,DSL,45.85,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,45.85,Male,1,Yes
4250-ZBWLV,One year,No,Yes,Fiber optic,108.45,Yes,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,Yes,7176.55,Male,68,Yes
4255-DDUOU,Month-to-month,Yes,No internet service,No,20.5,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.5,Female,1,Yes
4282-MSACW,One year,No,Yes,Fiber optic,117.2,Yes,Yes,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,8035.95,Male,68,No
4291-HPAXL,Month-to-month,Yes,No internet service,No,19.85,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.85,Male,1,No
4304-TSPVK,Two year,No,Yes,Fiber optic,114.9,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7843.55,Female,68,No
4317-VTEOA,Month-to-month,No,No,DSL,50.75,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,50.75,Male,1,Yes
4323-OHFOW,One year,No,No,Fiber optic,105.55,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,7195.35,Female,70,No
4349-GFQHK,Month-to-month,No,Yes,DSL,54.35,Yes,No,No,No,No,Electronic check,Yes,No,No,No,No,54.35,Male,1,Yes
4351-QLCSU,Month-to-month,No,No,DSL,55,No,No,No,Yes,No,Credit card automatic,Yes,No,No,Yes,No,55,Female,1,Yes
4361-JEIVL,Month-to-month,Yes,No,DSL,44.4,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,44.4,Male,1,Yes
4367-NHWMM,Month-to-month,No,No,DSL,24.9,No phone service,No,No,Yes,No,Mailed check,No,No,No,No,No,24.9,Female,1,No
4367-NUYAO,Two year,Yes,No internet service,No,25.75,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,,Male,0,No
4373-VVHQL,Month-to-month,No,No,DSL,44.75,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,44.75,Male,1,No
4376-KFVRS,Two year,Yes,Yes,Fiber optic,114.05,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8468.2,Male,72,No
4378-MYPGO,Two year,Yes,Yes,Fiber optic,105.25,No,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7173.15,Male,68,No
4389-UEFCZ,Two year,No,Yes,Fiber optic,105.5,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7544,Female,72,No
4390-KYULV,Month-to-month,No,No internet service,No,20.55,No,No internet service,No internet service,Yes,Yes,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,51.15,Male,3,Yes
4393-GEADV,Two year,Yes,Yes,Fiber optic,114.75,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7842.3,Male,70,No
4396-KLSEH,Month-to-month,No,No internet service,No,19.85,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,63,Male,4,No
4419-UJMUS,Two year,Yes,No,Fiber optic,99.35,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6856.45,Male,69,No
4464-JCOLN,One year,Yes,No internet service,No,19.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,35.9,Male,2,Yes
4472-LVYGI,Two year,Yes,Yes,DSL,52.55,No phone service,No,Yes,Yes,Yes,Bank transfer automatic,No,No,No,Yes,Yes,,Female,0,No
4476-OSWTN,One year,No,Yes,Fiber optic,110.55,Yes,No,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes,Yes,7610.1,Male,69,No
4488-KQFDT,One year,No,Yes,Fiber optic,103.95,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,6423,Female,61,No
4550-VBOFE,Month-to-month,No,Yes,Fiber optic,102.95,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,7101.5,Male,70,Yes
4588-YBNIB,Month-to-month,No,No internet service,No,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.6,Female,1,Yes
4616-ULAOA,Two year,Yes,Yes,Fiber optic,110.8,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7245.9,Female,65,No
4627-MIHJH,Two year,No,Yes,Fiber optic,110.25,Yes,No,Yes,No,No,Credit card automatic,Yes,Yes,Yes,Yes,Yes,7467.55,Female,69,No
4634-JLRJT,Month-to-month,No,No internet service,No,20.35,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.35,Female,1,No
4654-DLAMQ,One year,No,Yes,Fiber optic,97,No,Yes,Yes,No,Yes,Bank transfer automatic,Yes,Yes,Yes,No,No,6430.9,Female,64,No
4661-NJEUX,Month-to-month,No,No internet service,No,20.05,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.05,Male,1,No
4667-OHGKG,Month-to-month,No,No internet service,No,19.3,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.3,Male,1,Yes
4670-TABXH,Two year,No,Yes,Fiber optic,109.75,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7758.9,Male,72,No
4674-HGNUA,Two year,Yes,Yes,DSL,89.9,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6457.15,Male,71,No
4678-DVQEO,Month-to-month,No,No,DSL,52.2,No,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,52.2,Female,1,Yes
4683-WYDOU,Two year,No,Yes,Fiber optic,107.6,Yes,No,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6912.7,Male,62,No
4686-GEFRM,Two year,No,Yes,Fiber optic,98.7,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,No,Yes,6858.9,Male,70,No
